Year,Value,Units,Bacteria,Topic,ViewBy,ViewBy2
2005,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2005,0,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2005,0,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2005,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2005,0,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2005,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2006,9800,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2006,1600,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2006,11400,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2006,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2006,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2006,5.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2006,4.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2006,2.6,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2006,1.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2006,1.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2006,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2006,5,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2006,10.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2006,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2006,3.5,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2006,4.9,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2006,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2006,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2006,4.1,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2006,3.5,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2006,0.52,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2006,0.52,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2006,0.49,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2006,0.48,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2006,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2006,0.06,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2006,0.09,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2006,0.45,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2006,0.78,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2006,2.1,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2006,31.8,Percent,group A Streptococcus,Syndromes,Cellulitis,
2006,32.5,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2006,15.3,Percent,group A Streptococcus,Syndromes,Pneumonia,
2006,6.9,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2006,5.1,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2006,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2006,1.7,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2006,11.9,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2006,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2006,15.4,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2006,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2006,918,Counts,group A Streptococcus,Antibiotic resistance,Number of isolates,
2007,10050,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2007,1350,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2007,11400,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2007,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2007,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2007,6.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2007,4,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2007,2.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2007,1.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2007,1.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2007,3.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2007,4.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2007,9.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2007,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2007,3.5,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2007,4.7,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2007,4.7,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2007,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2007,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2007,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2007,0.44,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2007,0.44,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2007,0.23,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2007,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2007,0.08,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2007,0.04,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2007,0.09,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2007,0.36,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2007,0.57,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2007,1.95,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2007,33.3,Percent,group A Streptococcus,Syndromes,Cellulitis,
2007,32.9,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2007,12.2,Percent,group A Streptococcus,Syndromes,Pneumonia,
2007,6.3,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2007,5.3,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2007,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2007,2.7,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2007,13.4,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2007,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2007,18.8,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2007,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2007,904,Counts,group A Streptococcus,Antibiotic resistance,Number of isolates,
2008,10400,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2008,1600,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2008,12000,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2008,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2008,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2008,6.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2008,5.3,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2008,2.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2008,1.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2008,2,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2008,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2008,5.3,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2008,9.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2008,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2008,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2008,5.3,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2008,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2008,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2008,4.4,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2008,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2008,0.51,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2008,0.51,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2008,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2008,0.23,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2008,0.16,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2008,0.07,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2008,0.08,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2008,0.38,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2008,0.88,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2008,1.86,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2008,31.5,Percent,group A Streptococcus,Syndromes,Cellulitis,
2008,30,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2008,17,Percent,group A Streptococcus,Syndromes,Pneumonia,
2008,6.6,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2008,5.2,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2008,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2008,4.2,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2008,13.7,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2008,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2008,18,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2008,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2008,905,Counts,group A Streptococcus,Antibiotic resistance,Number of isolates,
2009,9700,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2009,1300,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2009,11000,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2009,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2009,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2009,5.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2009,5,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2009,2.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2009,1.3,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2009,1.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2009,3.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2009,4.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2009,8.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2009,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2009,3.3,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2009,4.3,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2009,4.8,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2009,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2009,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2009,3.2,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2009,0.41,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2009,0.41,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2009,0.23,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2009,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2009,0.08,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2009,0.04,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2009,0.11,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2009,0.37,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2009,0.5,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2009,1.68,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2009,32.9,Percent,group A Streptococcus,Syndromes,Cellulitis,
2009,24.8,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2009,15.7,Percent,group A Streptococcus,Syndromes,Pneumonia,
2009,5.8,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2009,5.6,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2009,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2009,3.6,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2009,10.1,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2009,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2009,13.3,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2009,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2009,887,Counts,group A Streptococcus,Antibiotic resistance,Number of isolates,
2010,11250,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2010,1250,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2010,12500,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2010,4,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2010,4,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2010,5.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2010,5.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2010,2.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2010,1.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2010,1.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2010,4,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2010,5,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2010,10,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2010,4,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2010,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2010,4.7,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2010,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2010,4,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2010,4.3,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2010,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2010,0.39,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2010,0.39,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2010,0.25,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2010,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2010,0.8,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2010,0.04,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2010,0.07,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2010,0.24,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2010,0.6,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2010,1.61,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2010,37,Percent,group A Streptococcus,Syndromes,Cellulitis,
2010,22.5,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2010,15.5,Percent,group A Streptococcus,Syndromes,Pneumonia,
2010,5.7,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2010,3.3,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2010,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2010,3.6,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2010,8.2,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2010,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2010,12.6,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2010,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2010,971,Counts,group A Streptococcus,Antibiotic resistance,Number of isolates,
2011,11630,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2011,1570,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2011,13200,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2011,4.2,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2011,4.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2011,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2011,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2011,2.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2011,1.6,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2011,2.3,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2011,3.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2011,4.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2011,11.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2011,4.2,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2011,4.2,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2011,4,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2011,4.6,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2011,4.2,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2011,4.5,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2011,4.1,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2011,0.49,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2011,0.49,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2011,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2011,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2011,0.16,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2011,0.05,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2011,0.14,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2011,0.32,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2011,0.58,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2011,2.09,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2011,38.6,Percent,group A Streptococcus,Syndromes,Cellulitis,
2011,20.7,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2011,17.8,Percent,group A Streptococcus,Syndromes,Pneumonia,
2011,7.7,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2011,4.3,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2011,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2011,8.9,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2011,11.5,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2011,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2011,11.2,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2011,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2011,1108,Counts,group A Streptococcus,Antibiotic resistance,Number of isolates,
2012,9310,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2012,1140,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2012,10450,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2012,3.3,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2012,3.3,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2012,5.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2012,2.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2012,2,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2012,0.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2012,2,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2012,3.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2012,4.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2012,7.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2012,3.3,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2012,3.2,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2012,3.7,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2012,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2012,3.3,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2012,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2012,3,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2012,0.35,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2012,0.35,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2012,0.49,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2012,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2012,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2012,0.04,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2012,0.04,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2012,0.21,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2012,0.56,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2012,1.42,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2012,39.4,Percent,group A Streptococcus,Syndromes,Cellulitis,
2012,24,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2012,14.2,Percent,group A Streptococcus,Syndromes,Pneumonia,
2012,6.8,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2012,3.7,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2012,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2012,11.2,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2012,13.2,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2012,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2012,15.7,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2012,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2012,852,Counts,group A Streptococcus,Antibiotic resistance,Number of isolates,
2013,10260,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2013,1180,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2013,11440,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2013,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2013,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2013,2.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2013,2.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2013,2.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2013,1.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2013,1.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2013,3.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2013,5,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2013,9.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2013,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2013,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2013,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2013,4,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2013,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2013,4.1,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2013,3.2,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2013,0.36,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2013,0.36,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2013,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2013,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2013,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2013,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2013,0.08,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2013,0.24,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2013,0.46,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2013,1.59,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2013,41.2,Percent,group A Streptococcus,Syndromes,Cellulitis,
2013,20.3,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2013,13.2,Percent,group A Streptococcus,Syndromes,Pneumonia,
2013,7.8,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2013,2.4,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2013,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2013,12.5,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2013,13.9,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2013,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2013,16.2,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2013,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2013,940,Counts,group A Streptococcus,Antibiotic resistance,Number of isolates,
2014,13690,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2014,1630,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2014,15320,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2014,4.8,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2014,4.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2014,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2014,4.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2014,2.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2014,1.3,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2014,3,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2014,4.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2014,6.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2014,10.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2014,4.8,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2014,4.7,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2014,5,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2014,5.1,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2014,4.8,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2014,5.3,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2014,4.4,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2014,0.5,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2014,0.5,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
