YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Category,Question,Response,Age,Gender,RaceEthnicity,RiskFactor,RiskFactorResponse,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Numerator,Sample_Size,LocationID,TopicID,CategoryID,QuestionID,ResponseID,DataValueTypeID,AgeID,GenderID,RaceEthnicityID,RiskFactorID,RiskFactorResponseID,Geolocation,Geographic Level,NonWeightedSample,WeightedSample
2016,2016,NH,New Hampshire,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,North American Native,All participants,All participants,%,Crude Prevalence,,#,Value suppressed,,,,,33,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,AIAN,RFAPAR,RFALLPAR2,POINT (-71.5999756 43.5),,,
2016,2016,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,"White, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,4.23,,,4.04,4.43,,2775000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,WHT,RFAPAR,RFALLPAR2,,,,
2017,2017,PA,Pennsylvania,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,65 years and older,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,4.14,,,3.21,5.31,,94000,42,TVFUNC,CBLIND,BRVPGL,RYES,,AGE65PLUS,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-77.6999512 40.6999817),,,
2015,2015,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,Smoking,No,%,Crude Prevalence,4.48,,,4.27,4.7,,3804000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFSM,RFNO,,,,
2017,2017,IL,Illinois,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,No,%,Age-adjusted Prevalence,3.86,,,3.1,4.8,,319000,17,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFNO,POINT (-89.1999512 40),,,
2013,2013,WI,Wisconsin,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Hispanic, any race",All participants,All participants,%,Crude Prevalence,,#,Value suppressed,,,,,55,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,HISP,RFAPAR,RFALLPAR2,POINT (-89.6999512 44.75),,,
2014,2014,WY,Wyoming,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Diabetes,Yes,%,Crude Prevalence,9.43,,,6.75,13,,3000,56,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFDM,RFYES,POINT (-107.199951 43),,,
2016,2016,SD,South Dakota,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Diabetes,No,%,Crude Prevalence,3.04,,,2.26,4.08,,18000,46,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFDM,RFNO,POINT (-100.199951 44.5),,,
2014,2014,GA,Georgia,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Diabetes,No,%,Age-adjusted Prevalence,5.1,,,4.41,5.88,,312000,13,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFDM,RFNO,POINT (-83.5 32.6999817),,,
2018,2018,AZ,Arizona,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Hispanic, any race",All participants,All participants,%,Crude Prevalence,6.22,,,4.52,8.5,,90000,4,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,HISP,RFAPAR,RFALLPAR2,POINT (-111.5 34.5),,,
2014,2014,NV,Nevada,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Diabetes,No,%,Age-adjusted Prevalence,4.38,,,3.52,5.44,,82000,32,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFDM,RFNO,POINT (-116.699951 39.5),,,
2014,2014,KY,Kentucky,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,No,%,Crude Prevalence,5.49,,,4.81,6.26,,134000,21,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFNO,POINT (-84.2999878 37.5999756),,,
2017,2017,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Female,Other,All participants,All participants,%,Crude Prevalence,6.48,,,5.46,7.67,,160000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GF,OTH,RFAPAR,RFALLPAR2,,,,
2016,2016,ID,Idaho,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Female,All races,All participants,All participants,%,Age-adjusted Prevalence,3.17,,,2.44,4.11,,20000,16,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GF,ALLRACE,RFAPAR,RFALLPAR2,POINT (-114.399963 43.5999756),,,
2017,2017,GA,Georgia,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,6.33,,,5.23,7.64,,207000,13,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-83.5 32.6999817),,,
2018,2018,MA,Massachusetts,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Female,All races,All participants,All participants,%,Age-adjusted Prevalence,4.04,,,3.06,5.33,,121000,25,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GF,ALLRACE,RFAPAR,RFALLPAR2,POINT (-71.8999634 42.3999939),,,
2018,2018,KY,Kentucky,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,North American Native,All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,21,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,AIAN,RFAPAR,RFALLPAR2,POINT (-84.2999878 37.5999756),,,
2017,2017,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Hispanic, any race",Diabetes,Yes,%,Crude Prevalence,15.4,,,13.7,17.4,,734000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,HISP,RFDM,RFYES,,,,
2013,2013,TN,Tennessee,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Black, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,6.03,,,4.43,8.15,,44000,47,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,BLK,RFAPAR,RFALLPAR2,POINT (-86 35.7999878),,,
2015,2015,WY,Wyoming,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,All participants,All participants,%,Crude Prevalence,3.29,,,2.43,4.44,,6000,56,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-107.199951 43),,,
2013,2013,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,4.91,,,4.78,5.04,,11986000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFAPAR,RFALLPAR2,,,,
2013,2013,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"White, non-Hispanic",Diabetes,No,%,Age-adjusted Prevalence,3.26,,,3.14,3.38,,4643000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,WHT,RFDM,RFNO,,,,
2015,2015,PA,Pennsylvania,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,All participants,All participants,%,Crude Prevalence,3.27,,,2.57,4.15,,139000,42,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-77.6999512 40.6999817),,,
2013,2013,OH,Ohio,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,65 years and older,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,7.11,,,5.9,8.54,,123000,39,TVFUNC,CBLIND,BRVPGL,RYES,,AGE65PLUS,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-82.6999512 40.1999817),,,
2013,2013,MT,Montana,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,All participants,All participants,%,Crude Prevalence,4.71,,,3.93,5.63,,16000,30,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-110 47),,,
2015,2015,MI,Michigan,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Age-adjusted Prevalence,8.74,,,7.05,10.8,,134000,26,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-84.8999634 43),,,
2014,2014,WY,Wyoming,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Asian,All participants,All participants,%,Crude Prevalence,,#,Value suppressed,,,,,56,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ASN,RFAPAR,RFALLPAR2,POINT (-107.199951 43),,,
2015,2015,NY,New York,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,All participants,All participants,%,Crude Prevalence,6.04,,,5.15,7.08,,382000,36,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-75.1999512 43),,,
2013,2013,WA,Washington,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,North American Native,All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,53,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,AIAN,RFAPAR,RFALLPAR2,POINT (-120.5 47.2999878),,,
2015,2015,NE,Nebraska,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Male,All races,All participants,All participants,%,Crude Prevalence,2.97,,,2.43,3.62,,21000,31,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GM,ALLRACE,RFAPAR,RFALLPAR2,POINT (-99.5 41.5),,,
2015,2015,NM,New Mexico,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Crude Prevalence,9.45,,,7,12.6,,25000,35,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-106 34.5999756),,,
2017,2017,CT,Connecticut,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"White, non-Hispanic",All participants,All participants,%,Crude Prevalence,2.41,,,2.01,2.9,,45000,9,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,WHT,RFAPAR,RFALLPAR2,POINT (-72.75 41.5999756),,,
2018,2018,NJ,New Jersey,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Age-adjusted Prevalence,3.83,,,2.22,6.52,,35000,34,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-74.3999634 40.1999817),,,
2015,2015,MS,Mississippi,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Asian,All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,28,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ASN,RFAPAR,RFALLPAR2,POINT (-89.5999756 32.5999756),,,
2016,2016,NM,New Mexico,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Age-adjusted Prevalence,10.9,,,8.28,14.1,,27000,35,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-106 34.5999756),,,
2016,2016,KS,Kansas,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,North American Native,All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,20,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,AIAN,RFAPAR,RFALLPAR2,POINT (-98.3999634 38.6999817),,,
2014,2014,AZ,Arizona,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Other,All participants,All participants,%,Crude Prevalence,5.77,,,3.31,9.87,,5000,4,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,OTH,RFAPAR,RFALLPAR2,POINT (-111.5 34.5),,,
2014,2014,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,65 years and older,All genders,All races,Smoking,No,%,Crude Prevalence,6.49,,,6.21,6.78,,2735000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGE65PLUS,GALL,ALLRACE,RFSM,RFNO,,,,
2015,2015,AL,Alabama,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Diabetes,Yes,%,Crude Prevalence,14,,,11.5,16.9,,69000,1,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFDM,RFYES,POINT (-86.5999756 32.7999878),,,
2013,2013,MN,Minnesota,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,No,%,Crude Prevalence,2.62,,,2.1,3.27,,86000,27,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFNO,POINT (-94.5999756 46),,,
2015,2015,RI,Rhode Island,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,65 years and older,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,6.4,,,5.13,7.95,,11000,44,TVFUNC,CBLIND,BRVPGL,RYES,,AGE65PLUS,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-71.5 41.6999817),,,
2015,2015,OK,Oklahoma,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Diabetes,No,%,Crude Prevalence,5.14,,,4.4,5.98,,131000,40,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFDM,RFNO,POINT (-97.3999634 35.5999756),,,
2018,2018,MS,Mississippi,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Male,All races,All participants,All participants,%,Crude Prevalence,7.47,,,6.23,8.92,,80000,28,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GM,ALLRACE,RFAPAR,RFALLPAR2,POINT (-89.5999756 32.5999756),,,
2013,2013,MN,Minnesota,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Age-adjusted Prevalence,4.37,,,3.01,6.3,,31000,27,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-94.5999756 46),,,
2016,2016,NY,New York,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Male,All races,All participants,All participants,%,Crude Prevalence,3.57,,,3.05,4.17,,252000,36,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GM,ALLRACE,RFAPAR,RFALLPAR2,POINT (-75.1999512 43),,,
2013,2013,MT,Montana,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,4.71,,,3.93,5.63,,16000,30,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-110 47),,,
2017,2017,FL,Florida,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,All participants,All participants,%,Crude Prevalence,7.1,,,5.93,8.48,,461000,12,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-81.6999512 28.2999878),,,
2017,2017,OH,Ohio,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Diabetes,No,%,Age-adjusted Prevalence,4,,,3.48,4.6,,314000,39,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFDM,RFNO,POINT (-82.6999512 40.1999817),,,
2018,2018,LA,Louisiana,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,No,%,Age-adjusted Prevalence,5.24,,,4.48,6.12,,150000,22,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFNO,POINT (-92.5 31),,,
2013,2013,MD,Maryland,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,No,%,Age-adjusted Prevalence,2.82,,,2.39,3.33,,110000,24,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFNO,POINT (-76.75 39.25),,,
2014,2014,DE,Delaware,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Male,All races,All participants,All participants,%,Age-adjusted Prevalence,3.44,,,2.49,4.75,,12000,10,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GM,ALLRACE,RFAPAR,RFALLPAR2,POINT (-75.5 39),,,
2013,2013,DC,District of Columbia,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,North American Native,All participants,All participants,%,Crude Prevalence,,#,Value suppressed,,,,,11,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,AIAN,RFAPAR,RFALLPAR2,POINT (-77 38.8999939),,,
2015,2015,OH,Ohio,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Crude Prevalence,7.77,,,5.92,10.1,,146000,39,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-82.6999512 40.1999817),,,
2013,2013,TX,Texas,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,North American Native,All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,48,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,AIAN,RFAPAR,RFALLPAR2,POINT (-99 31.5),,,
2013,2013,IA,Iowa,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Black, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,19,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,BLK,RFAPAR,RFALLPAR2,POINT (-93.5 42.25),,,
2013,2013,AK,Alaska,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Other,All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,2,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,OTH,RFAPAR,RFALLPAR2,POINT (-152 65),,,
2013,2013,PR,Puerto Rico,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Male,All races,All participants,All participants,%,Crude Prevalence,18.5,,,16.6,20.5,,243000,72,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GM,ALLRACE,RFAPAR,RFALLPAR2,POINT (-66.56581 18.23),,,
2013,2013,WY,Wyoming,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,18-39 years,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,2.19,,,1.34,3.55,,4000,56,TVFUNC,CBLIND,BRVPGL,RYES,,AGE1839,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-107.199951 43),,,
2017,2017,WY,Wyoming,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,4.38,,,3.68,5.2,,20000,56,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-107.199951 43),,,
2017,2017,FL,Florida,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Hispanic, any race",All participants,All participants,%,Age-adjusted Prevalence,6.29,,,4.6,8.55,,230000,12,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,HISP,RFAPAR,RFALLPAR2,POINT (-81.6999512 28.2999878),,,
2013,2013,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,All participants,All participants,%,Crude Prevalence,4.97,,,4.84,5.1,,11986000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFAPAR,RFALLPAR2,,,,
2017,2017,AR,Arkansas,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Male,All races,All participants,All participants,%,Crude Prevalence,7.45,,,5.61,9.83,,82000,5,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GM,ALLRACE,RFAPAR,RFALLPAR2,POINT (-92.5 35),,,
2017,2017,MA,Massachusetts,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Black, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,25,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,BLK,RFAPAR,RFALLPAR2,POINT (-71.8999634 42.3999939),,,
2014,2014,FL,Florida,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"White, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,4.72,,,3.98,5.6,,441000,12,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,WHT,RFAPAR,RFALLPAR2,POINT (-81.6999512 28.2999878),,,
2014,2014,LA,Louisiana,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,18-39 years,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,3.23,,,2.38,4.39,,43000,22,TVFUNC,CBLIND,BRVPGL,RYES,,AGE1839,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-92.5 31),,,
2014,2014,MN,Minnesota,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Asian,All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,27,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ASN,RFAPAR,RFALLPAR2,POINT (-94.5999756 46),,,
2017,2017,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Male,"White, non-Hispanic",All participants,All participants,%,Crude Prevalence,3.6,,,3.42,3.79,,2672000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GM,WHT,RFAPAR,RFALLPAR2,,,,
2016,2016,CA,California,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,18-39 years,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,1.93,,,1.48,2.51,,237000,6,TVFUNC,CBLIND,BRVPGL,RYES,,AGE1839,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-120 37),,,
2017,2017,PR,Puerto Rico,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Male,All races,All participants,All participants,%,Age-adjusted Prevalence,16.4,,,14.3,18.8,,216000,72,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GM,ALLRACE,RFAPAR,RFALLPAR2,POINT (-66.56581 18.23),,,
