Year,Value,Units,Bacteria,Topic,ViewBy,ViewBy2
2003,41.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2003,35.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2003,4.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2003,13.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2003,13.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2003,18.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2003,3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2003,42.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2003,14,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2003,14,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2003,26.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2003,6.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2003,14,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2003,12,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2003,1.1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2003,0.53,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2003,0.23,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2003,0.18,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2003,1.2,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2003,2.5,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2003,0.04,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2003,9.11,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2003,1.8,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2003,1.8,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2003,5450,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2003,34950,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2003,40400,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2003,23.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2003,14,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2003,17.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2003,19.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2003,11.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2003,6.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2003,7.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2003,9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2003,8.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2003,42.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2003,23.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2003,28.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2003,33.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2003,32,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2003,67.9,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2003,21.7,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2003,6.6,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2004,4.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2004,17.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2004,0.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2004,3013,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2004,21.31,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2004,4.84,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2004,7.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2004,22,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2004,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2004,37,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2004,31.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2004,3.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2004,12.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2004,10.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2004,18.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2004,2.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2004,38.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2004,12.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2004,12.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2004,22.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2004,9.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2004,12.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2004,11.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2004,0.97,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2004,1.2,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2004,0.26,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2004,0.17,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2004,0.96,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2004,2.8,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2004,0.06,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2004,7.2,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2004,1.6,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2004,1.6,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2004,4900,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2004,32875,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2004,37775,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2004,21.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2004,12.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2004,15.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2004,16.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2004,10.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2004,5.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2004,6.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2004,8.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2004,8.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2004,38.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2004,20.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2004,24.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2004,28.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2004,27.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2004,67,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2004,22.8,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2004,6.1,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2005,5.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2005,20.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2005,0.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2005,3381,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2005,23.43,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2005,6.7,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2005,9.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2005,21.9,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2005,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2005,36.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2005,35.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2005,4.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2005,12.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2005,12.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2005,20.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2005,3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2005,39.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2005,14.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2005,14.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2005,25,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2005,8.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2005,14.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2005,12.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2005,0.97,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2005,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2005,0.17,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2005,0.33,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2005,1.1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2005,2.7,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2005,0.1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2005,6.9,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2005,1.6,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2005,1.6,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2005,4850,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2005,36700,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2005,41550,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2005,21.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2005,12.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2005,15.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2005,17.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2005,11.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2005,5.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2005,7.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2005,9.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2005,9.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2005,39.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2005,19.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2005,24.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2005,29,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2005,28.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2005,68.7,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2005,22.1,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2005,5.8,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2006,6.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2006,21.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2006,0.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2006,3460,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2006,25.53,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2006,8.03,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2006,11.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2006,22.7,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2006,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2006,33.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2006,36.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2006,4.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2006,11.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2006,12,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2006,20,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2006,3.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2006,40.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2006,13.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2006,13.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2006,25.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2006,12.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2006,13.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2006,11.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2006,0.71,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2006,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2006,0.23,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2006,0.39,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2006,1.13,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2006,2.38,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2006,0.08,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2006,7.61,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2006,1.6,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2006,1.6,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2006,5000,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2006,36400,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2006,41400,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2006,21.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2006,13.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2006,15.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2006,17.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2006,11.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2006,5.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2006,7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2006,8.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2006,8.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2006,40.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2006,17.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2006,21.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2006,26.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2006,26.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2006,66.5,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2006,23,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2006,6.1,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2007,6.9,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2007,22.79,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2007,0.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2007,3536,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2007,25.61,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2007,8.11,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2007,12.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2007,22,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2007,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2007,40.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2007,32.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2007,4.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2007,13,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2007,11.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2007,20.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2007,2.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2007,39.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2007,14,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2007,14,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2007,23.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2007,13,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2007,14,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2007,12.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2007,0.9,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2007,0.23,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2007,0.22,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2007,0.08,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2007,0.98,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2007,2.33,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2007,0.14,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2007,6.31,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2007,1.5,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2007,1.5,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2007,4500,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2007,37500,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2007,42000,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2007,22.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2007,14.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2007,17,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2007,18.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2007,11.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2007,5.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2007,6.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2007,8.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2007,8.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2007,39.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2007,17.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2007,21.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2007,25.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2007,26,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2007,67.7,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2007,21.1,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2007,5.9,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2008,7.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2008,23.7,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2008,0.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2008,3683,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2008,23.89,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2008,8.66,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2008,12.7,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2008,21.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2008,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2008,36.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2008,31.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2008,4.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2008,11.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2008,13,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2008,21,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2008,2.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2008,40.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2008,14.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2008,14.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2008,23.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2008,13.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2008,14.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2008,12.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2008,0.9,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2008,0,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2008,0.11,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2008,0.15,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2008,1.07,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2008,2.21,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2008,0.04,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2008,6.5,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2008,1.4,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2008,1.4,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2008,4500,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2008,39500,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2008,44000,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2008,20.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2008,12.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2008,15.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2008,16.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2008,12.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2008,6.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2008,7.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2008,9.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2008,9.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2008,40.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2008,18,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
