Year,Value,Units,Bacteria,Topic,ViewBy,ViewBy2
2006,1.46,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,2-4 years old
2006,0.27,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,5-17 years old
2006,0.41,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,18-34 years old
2006,0.77,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,35-49 years old
2006,1.62,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,50-64 years old
2006,6.42,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,>=65 years old
2006,1.56,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Overall
2006,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,White
2006,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Black
2006,1.2,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Other races
2006,1.56,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Overall
2006,1.38,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Male
2006,1.74,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Female
2006,0.2,"Per 100,000 population",Haemophilus influenzae,Death rates,Overall,
2006,0.2,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,Overall
2006,0.84,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,<1 year old
2006,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,1 year old
2006,0.21,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,2-4 years old
2006,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,5-17 years old
2006,0.04,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,18-34 years old
2006,0.1,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,35-49 years old
2006,0.14,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,50-64 years old
2006,0.38,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,65-74 years old
2006,0.86,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,75-84 years old
2006,4.6,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,>=85 years old
2006,46,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia with pneumonia
2006,37.1,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia without focus
2006,7.8,Percent,Haemophilus influenzae,Syndromes,ALL,Meningitis
2006,8.5,Percent,Haemophilus influenzae,Syndromes,ALL,Other
2006,0.7,Percent,Haemophilus influenzae,Syndromes,ALL,Unknown
2007,4000,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of survivals
2007,675,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of deaths
2007,4675,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Total cases
2007,1.53,"Per 100,000 population",Haemophilus influenzae,Case rates,Overall,
2007,1.53,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,Overall
2007,9.91,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,<1 year old
2007,2.21,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,1 year old
2007,1.17,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,2-4 years old
2007,0.14,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,5-17 years old
2007,0.43,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,18-34 years old
2007,0.88,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,35-49 years old
2007,1.7,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,50-64 years old
2007,5.84,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,>=65 years old
2007,1.53,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Overall
2007,1.5,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,White
2007,1.7,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Black
2007,1.4,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Other races
2007,1.53,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Overall
2007,1.39,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Male
2007,1.65,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Female
2007,0.2,"Per 100,000 population",Haemophilus influenzae,Death rates,Overall,
2007,0.2,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,Overall
2007,1.39,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,<1 year old
2007,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,1 year old
2007,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,2-4 years old
2007,0.02,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,5-17 years old
2007,0.02,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,18-34 years old
2007,0.1,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,35-49 years old
2007,0.11,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,50-64 years old
2007,0.69,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,65-74 years old
2007,0.79,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,75-84 years old
2007,3.95,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,>=85 years old
2007,54.4,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia with pneumonia
2007,30.6,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia without focus
2007,6.6,Percent,Haemophilus influenzae,Syndromes,ALL,Meningitis
2007,6.7,Percent,Haemophilus influenzae,Syndromes,ALL,Other
2007,1.8,Percent,Haemophilus influenzae,Syndromes,ALL,Unknown
2008,4025,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of survivals
2008,675,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of deaths
2008,4700,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Total cases
2008,1.52,"Per 100,000 population",Haemophilus influenzae,Case rates,Overall,
2008,1.52,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,Overall
2008,9.69,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,<1 year old
2008,2.39,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,1 year old
2008,1.22,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,2-4 years old
2008,0.29,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,5-17 years old
2008,0.39,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,18-34 years old
2008,0.73,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,35-49 years old
2008,1.46,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,50-64 years old
2008,6.09,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,>=65 years old
2008,1.52,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Overall
2008,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,White
2008,1.3,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Black
2008,0.9,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Other races
2008,1.52,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Overall
2008,1.45,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Male
2008,1.57,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Female
2008,0.2,"Per 100,000 population",Haemophilus influenzae,Death rates,Overall,
2008,0.2,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,Overall
2008,0.99,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,<1 year old
2008,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,1 year old
2008,0.07,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,2-4 years old
2008,0.03,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,5-17 years old
2008,0.01,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,18-34 years old
2008,0.05,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,35-49 years old
2008,0.15,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,50-64 years old
2008,0.53,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,65-74 years old
2008,1.08,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,75-84 years old
2008,4.14,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,>=85 years old
2008,52.6,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia with pneumonia
2008,28.4,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia without focus
2008,6.8,Percent,Haemophilus influenzae,Syndromes,ALL,Meningitis
2008,8.2,Percent,Haemophilus influenzae,Syndromes,ALL,Other
2008,2.9,Percent,Haemophilus influenzae,Syndromes,ALL,Unknown
2009,4300,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of survivals
2009,675,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of deaths
2009,4975,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Total cases
2009,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Overall,
2009,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,Overall
2009,8.93,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,<1 year old
2009,4.14,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,1 year old
2009,0.86,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,2-4 years old
2009,0.33,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,5-17 years old
2009,0.42,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,18-34 years old
2009,0.73,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,35-49 years old
2009,1.77,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,50-64 years old
2009,6.21,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,>=65 years old
2009,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Overall
2009,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,White
2009,1.9,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Black
2009,1.3,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Other races
2009,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Overall
2009,1.54,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Male
2009,1.67,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Female
2009,0.21,"Per 100,000 population",Haemophilus influenzae,Death rates,Overall,
2009,0.21,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,Overall
2009,0.6,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,<1 year old
2009,0.2,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,1 year old
2009,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,2-4 years old
2009,0.03,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,5-17 years old
2009,0.05,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,18-34 years old
2009,0.02,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,35-49 years old
2009,0.13,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,50-64 years old
2009,0.6,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,65-74 years old
2009,1.4,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,75-84 years old
2009,3.83,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,>=85 years old
2009,53.9,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia with pneumonia
2009,26.1,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia without focus
2009,4.8,Percent,Haemophilus influenzae,Syndromes,ALL,Meningitis
2009,11.2,Percent,Haemophilus influenzae,Syndromes,ALL,Other
2009,3.6,Percent,Haemophilus influenzae,Syndromes,ALL,Unknown
2010,4240,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of survivals
2010,840,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of deaths
2010,5080,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Total cases
2010,1.62,"Per 100,000 population",Haemophilus influenzae,Case rates,Overall,
2010,1.62,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,Overall
2010,9.03,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,<1 year old
2010,1.86,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,1 year old
2010,1.32,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,2-4 years old
2010,0.41,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,5-17 years old
2010,0.46,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,18-34 years old
2010,0.7,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,35-49 years old
2010,1.66,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,50-64 years old
2010,6.36,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,>=65 years old
2010,1.62,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Overall
2010,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,White
2010,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Black
2010,1.4,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Other races
2010,1.62,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Overall
2010,1.54,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Male
2010,1.7,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Female
2010,0.26,"Per 100,000 population",Haemophilus influenzae,Death rates,Overall,
2010,0.26,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,Overall
2010,1.5,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,<1 year old
2010,0.19,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,1 year old
2010,0.06,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,2-4 years old
2010,0.01,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,5-17 years old
2010,0.03,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,18-34 years old
2010,0.09,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,35-49 years old
2010,0.21,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,50-64 years old
2010,0.85,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,65-74 years old
2010,0.98,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,75-84 years old
2010,4.35,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,>=85 years old
2010,53.7,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia with pneumonia
2010,28.4,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia without focus
2010,6.8,Percent,Haemophilus influenzae,Syndromes,ALL,Meningitis
2010,8.8,Percent,Haemophilus influenzae,Syndromes,ALL,Other
2010,3.1,Percent,Haemophilus influenzae,Syndromes,ALL,Unknown
2011,4430,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of survivals
2011,710,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of deaths
2011,5140,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Total cases
2011,1.63,"Per 100,000 population",Haemophilus influenzae,Case rates,Overall,
2011,1.63,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,Overall
2011,6.54,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,<1 year old
2011,2.24,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,1 year old
2011,0.72,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,2-4 years old
2011,0.3,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,5-17 years old
2011,0.53,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,18-34 years old
2011,0.67,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,35-49 years old
2011,1.76,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,50-64 years old
2011,6.57,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,>=65 years old
2011,1.63,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Overall
2011,1.7,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,White
2011,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Black
2011,1.2,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Other races
2011,1.63,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Overall
2011,1.39,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Male
2011,1.85,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Female
2011,0.22,"Per 100,000 population",Haemophilus influenzae,Death rates,Overall,
2011,0.22,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,Overall
2011,0.19,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,<1 year old
2011,0.19,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,1 year old
2011,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,2-4 years old
2011,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,5-17 years old
2011,0.04,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,18-34 years old
2011,0.05,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,35-49 years old
2011,0.19,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,50-64 years old
2011,0.41,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,65-74 years old
2011,1.58,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,75-84 years old
2011,4.17,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,>=85 years old
2011,59.4,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia with pneumonia
2011,19.9,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia without focus
2011,7.8,Percent,Haemophilus influenzae,Syndromes,ALL,Meningitis
2011,10.6,Percent,Haemophilus influenzae,Syndromes,ALL,Other
2011,2.3,Percent,Haemophilus influenzae,Syndromes,ALL,Unknown
2012,4485,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of survivals
2012,725,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of deaths
2012,5210,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Total cases
2012,1.64,"Per 100,000 population",Haemophilus influenzae,Case rates,Overall,
2012,1.64,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,Overall
2012,7.75,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,<1 year old
2012,3,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,1 year old
2012,1.34,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,2-4 years old
2012,0.27,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,5-17 years old
2012,0.47,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,18-34 years old
2012,0.63,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,35-49 years old
2012,1.92,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,50-64 years old
2012,6.08,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,>=65 years old
2012,1.64,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Overall
2012,1.7,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,White
2012,1.6,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Black
2012,1.3,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Other races
2012,1.64,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Overall
2012,1.5,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Male
2012,1.77,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Female
2012,0.22,"Per 100,000 population",Haemophilus influenzae,Death rates,Overall,
2012,0.22,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,Overall
2012,0.19,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,<1 year old
2012,0.19,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,1 year old
2012,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,2-4 years old
2012,0.01,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,5-17 years old
2012,0.06,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,18-34 years old
2012,0.05,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,35-49 years old
2012,0.2,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,50-64 years old
2012,0.51,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,65-74 years old
2012,1.38,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,75-84 years old
2012,3.41,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,>=85 years old
2012,57.6,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia with pneumonia
2012,24.5,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia without focus
2012,5.5,Percent,Haemophilus influenzae,Syndromes,ALL,Meningitis
2012,11.3,Percent,Haemophilus influenzae,Syndromes,ALL,Other
2012,1.9,Percent,Haemophilus influenzae,Syndromes,ALL,Unknown
2013,4850,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of survivals
2013,730,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of deaths
2013,5580,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Total cases
2013,1.75,"Per 100,000 population",Haemophilus influenzae,Case rates,Overall,
2013,1.75,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,Overall
2013,8.86,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,<1 year old
2013,2.25,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,1 year old
2013,1.17,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,2-4 years old
2013,0.38,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,5-17 years old
2013,0.42,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,18-34 years old
2013,0.82,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,35-49 years old
2013,1.84,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,50-64 years old
2013,6.38,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,>=65 years old
2013,1.75,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Overall
2013,1.8,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,White
2013,1.9,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Black
2013,1,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Other races
2013,1.75,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Overall
2013,1.63,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Male
2013,1.83,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Female
2013,0.22,"Per 100,000 population",Haemophilus influenzae,Death rates,Overall,
2013,0.22,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,Overall
2013,0.57,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,<1 year old
2013,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,1 year old
2013,0.06,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,2-4 years old
2013,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,5-17 years old
2013,0.03,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,18-34 years old
2013,0.01,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,35-49 years old
2013,0.22,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,50-64 years old
2013,0.51,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,65-74 years old
2013,1.42,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,75-84 years old
2013,3.33,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,>=85 years old
2013,56.4,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia with pneumonia
2013,24.3,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia without focus
2013,6.8,Percent,Haemophilus influenzae,Syndromes,ALL,Meningitis
2013,11.5,Percent,Haemophilus influenzae,Syndromes,ALL,Other
2013,1.9,Percent,Haemophilus influenzae,Syndromes,ALL,Unknown
2014,4460,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of survivals
2014,810,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of deaths
2014,5270,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Total cases
2014,1.62,"Per 100,000 population",Haemophilus influenzae,Case rates,Overall,
2014,1.62,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,Overall
2014,10.39,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,<1 year old
2014,2.64,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,1 year old
2014,1.36,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,2-4 years old
2014,0.36,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,5-17 years old
2014,0.47,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,18-34 years old
2014,0.57,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,35-49 years old
2014,1.48,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,50-64 years old
2014,6.07,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,>=65 years old
2014,1.62,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Overall
2014,1.7,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,White
2014,1.5,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Black
2014,1.1,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Other races
2014,1.62,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Overall
2014,1.51,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Male
2014,1.74,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Female
2014,0.25,"Per 100,000 population",Haemophilus influenzae,Death rates,Overall,
2014,0.25,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,Overall
2014,0.94,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,<1 year old
2014,0.19,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,1 year old
2014,0.06,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,2-4 years old
2014,0.03,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,5-17 years old
2014,0.03,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,18-34 years old
2014,0.08,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,35-49 years old
2014,0.21,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,50-64 years old
2014,0.4,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,65-74 years old
2014,1.45,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,75-84 years old
2014,3.78,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,>=85 years old
2014,59.9,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia with pneumonia
2014,22.8,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia without focus
2014,6.4,Percent,Haemophilus influenzae,Syndromes,ALL,Meningitis
2014,10.6,Percent,Haemophilus influenzae,Syndromes,ALL,Other
2014,0.9,Percent,Haemophilus influenzae,Syndromes,ALL,Unknown
2015,5095,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of survivals
2015,1005,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of deaths
2015,6100,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Total cases
2015,1.9,"Per 100,000 population",Haemophilus influenzae,Case rates,Overall,
2015,1.9,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,Overall
2015,8.82,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,<1 year old
2015,2.44,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,1 year old
2015,1.36,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,2-4 years old
2015,0.44,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,5-17 years old
2015,0.45,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,18-34 years old
2015,0.82,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,35-49 years old
2015,2.18,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,50-64 years old
2015,6.43,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,>=65 years old
