Data as of,Start Date,End Date,MMWR Week ,Week Ending Date,Jurisdiction of Occurrence,Place Of Death,Age Group,COVID-19 Deaths
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Nursing home/long term care facility,18-29 years,0
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Nursing home/long term care facility,30-39 years,3
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Nursing home/long term care facility,40-49 years,11
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Nursing home/long term care facility,50-64 years,145
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Nursing home/long term care facility,65-74 years,435
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Nursing home/long term care facility,75-84 years,1113
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Nursing home/long term care facility,85 years and over,2479
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Other,0-17 years,0
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Other,18-29 years,1
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Other,30-39 years,0
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Other,40-49 years,1
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Other,50-64 years,26
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Other,65-74 years,26
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Other,75-84 years,50
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Other,85 years and over,142
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Place of death unknown,0-17 years,0
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Place of death unknown,18-29 years,0
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Place of death unknown,30-39 years,0
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Place of death unknown,40-49 years,0
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Place of death unknown,50-64 years,0
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Place of death unknown,65-74 years,1
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Place of death unknown,75-84 years,2
06/08/2021,04/19/2020,04/25/2020,17,04/25/2020,United States,Place of death unknown,85 years and over,2
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, inpatient",0-17 years,4
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, inpatient",18-29 years,36
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, inpatient",30-39 years,99
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, inpatient",40-49 years,254
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, inpatient",50-64 years,1405
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, inpatient",65-74 years,1985
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, inpatient",75-84 years,2214
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, inpatient",85 years and over,2065
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, outpatient or emergency room",0-17 years,1
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, outpatient or emergency room",18-29 years,3
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, outpatient or emergency room",30-39 years,6
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, outpatient or emergency room",40-49 years,26
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, outpatient or emergency room",50-64 years,55
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, outpatient or emergency room",65-74 years,71
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, outpatient or emergency room",75-84 years,84
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, outpatient or emergency room",85 years and over,85
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, dead on arrival",18-29 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, dead on arrival",30-39 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, dead on arrival",40-49 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, dead on arrival",50-64 years,1
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, dead on arrival",65-74 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, dead on arrival",75-84 years,2
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,"Healthcare setting, dead on arrival",85 years and over,1
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Decedent's home,0-17 years,1
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Decedent's home,18-29 years,6
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Decedent's home,30-39 years,18
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Decedent's home,40-49 years,29
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Decedent's home,50-64 years,111
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Decedent's home,65-74 years,83
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Decedent's home,75-84 years,97
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Decedent's home,85 years and over,129
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Hospice facility,0-17 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Hospice facility,18-29 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Hospice facility,30-39 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Hospice facility,40-49 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Hospice facility,50-64 years,21
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Hospice facility,65-74 years,49
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Hospice facility,75-84 years,100
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Hospice facility,85 years and over,155
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Nursing home/long term care facility,18-29 years,1
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Nursing home/long term care facility,30-39 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Nursing home/long term care facility,40-49 years,8
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Nursing home/long term care facility,50-64 years,115
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Nursing home/long term care facility,65-74 years,427
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Nursing home/long term care facility,75-84 years,954
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Nursing home/long term care facility,85 years and over,2277
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Other,0-17 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Other,18-29 years,1
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Other,30-39 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Other,40-49 years,4
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Other,50-64 years,15
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Other,65-74 years,26
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Other,75-84 years,45
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Other,85 years and over,130
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Place of death unknown,0-17 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Place of death unknown,18-29 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Place of death unknown,30-39 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Place of death unknown,40-49 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Place of death unknown,50-64 years,0
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Place of death unknown,65-74 years,1
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Place of death unknown,75-84 years,2
06/08/2021,04/26/2020,05/02/2020,18,05/02/2020,United States,Place of death unknown,85 years and over,2
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, inpatient",0-17 years,6
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, inpatient",18-29 years,22
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, inpatient",30-39 years,80
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, inpatient",40-49 years,206
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, inpatient",50-64 years,1255
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, inpatient",65-74 years,1707
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, inpatient",75-84 years,1804
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, inpatient",85 years and over,1559
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, outpatient or emergency room",0-17 years,2
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, outpatient or emergency room",18-29 years,6
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, outpatient or emergency room",30-39 years,7
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, outpatient or emergency room",40-49 years,19
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, outpatient or emergency room",50-64 years,65
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, outpatient or emergency room",65-74 years,67
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, outpatient or emergency room",75-84 years,69
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, outpatient or emergency room",85 years and over,71
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, dead on arrival",18-29 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, dead on arrival",30-39 years,2
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, dead on arrival",40-49 years,2
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, dead on arrival",50-64 years,1
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, dead on arrival",65-74 years,2
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, dead on arrival",75-84 years,4
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,"Healthcare setting, dead on arrival",85 years and over,3
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Decedent's home,0-17 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Decedent's home,18-29 years,6
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Decedent's home,30-39 years,13
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Decedent's home,40-49 years,37
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Decedent's home,50-64 years,85
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Decedent's home,65-74 years,80
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Decedent's home,75-84 years,78
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Decedent's home,85 years and over,124
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Hospice facility,0-17 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Hospice facility,18-29 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Hospice facility,30-39 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Hospice facility,40-49 years,3
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Hospice facility,50-64 years,18
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Hospice facility,65-74 years,47
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Hospice facility,75-84 years,105
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Hospice facility,85 years and over,158
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Nursing home/long term care facility,18-29 years,1
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Nursing home/long term care facility,30-39 years,2
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Nursing home/long term care facility,40-49 years,8
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Nursing home/long term care facility,50-64 years,120
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Nursing home/long term care facility,65-74 years,373
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Nursing home/long term care facility,75-84 years,804
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Nursing home/long term care facility,85 years and over,1996
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Other,0-17 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Other,18-29 years,2
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Other,30-39 years,2
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Other,40-49 years,4
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Other,50-64 years,17
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Other,65-74 years,21
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Other,75-84 years,44
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Other,85 years and over,106
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Place of death unknown,0-17 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Place of death unknown,18-29 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Place of death unknown,30-39 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Place of death unknown,40-49 years,0
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Place of death unknown,50-64 years,1
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Place of death unknown,65-74 years,3
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Place of death unknown,75-84 years,4
06/08/2021,05/03/2020,05/09/2020,19,05/09/2020,United States,Place of death unknown,85 years and over,3
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, inpatient",0-17 years,5
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, inpatient",18-29 years,20
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, inpatient",30-39 years,77
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, inpatient",40-49 years,206
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, inpatient",50-64 years,1029
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, inpatient",65-74 years,1354
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, inpatient",75-84 years,1351
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, inpatient",85 years and over,1234
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, outpatient or emergency room",0-17 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, outpatient or emergency room",18-29 years,3
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, outpatient or emergency room",30-39 years,7
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, outpatient or emergency room",40-49 years,13
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, outpatient or emergency room",50-64 years,58
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, outpatient or emergency room",65-74 years,43
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, outpatient or emergency room",75-84 years,45
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, outpatient or emergency room",85 years and over,59
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, dead on arrival",0-17 years,1
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, dead on arrival",18-29 years,1
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, dead on arrival",30-39 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, dead on arrival",40-49 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, dead on arrival",50-64 years,1
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, dead on arrival",65-74 years,1
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, dead on arrival",75-84 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,"Healthcare setting, dead on arrival",85 years and over,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Decedent's home,0-17 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Decedent's home,18-29 years,4
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Decedent's home,30-39 years,10
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Decedent's home,40-49 years,19
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Decedent's home,50-64 years,63
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Decedent's home,65-74 years,56
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Decedent's home,75-84 years,57
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Decedent's home,85 years and over,124
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Hospice facility,0-17 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Hospice facility,18-29 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Hospice facility,30-39 years,1
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Hospice facility,40-49 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Hospice facility,50-64 years,16
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Hospice facility,65-74 years,64
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Hospice facility,75-84 years,107
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Hospice facility,85 years and over,137
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Nursing home/long term care facility,18-29 years,1
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Nursing home/long term care facility,30-39 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Nursing home/long term care facility,40-49 years,5
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Nursing home/long term care facility,50-64 years,83
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Nursing home/long term care facility,65-74 years,292
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Nursing home/long term care facility,75-84 years,733
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Nursing home/long term care facility,85 years and over,1755
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Other,0-17 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Other,18-29 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Other,30-39 years,2
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Other,40-49 years,6
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Other,50-64 years,17
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Other,65-74 years,15
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Other,75-84 years,42
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Other,85 years and over,99
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Place of death unknown,0-17 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Place of death unknown,18-29 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Place of death unknown,30-39 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Place of death unknown,40-49 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Place of death unknown,50-64 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Place of death unknown,65-74 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Place of death unknown,75-84 years,0
06/08/2021,05/10/2020,05/16/2020,20,05/16/2020,United States,Place of death unknown,85 years and over,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, inpatient",0-17 years,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, inpatient",18-29 years,24
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, inpatient",30-39 years,64
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, inpatient",40-49 years,146
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, inpatient",50-64 years,865
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, inpatient",65-74 years,1068
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, inpatient",75-84 years,1079
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, inpatient",85 years and over,947
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, outpatient or emergency room",0-17 years,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, outpatient or emergency room",18-29 years,1
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, outpatient or emergency room",30-39 years,5
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, outpatient or emergency room",40-49 years,9
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, outpatient or emergency room",50-64 years,40
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, outpatient or emergency room",65-74 years,38
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, outpatient or emergency room",75-84 years,40
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, outpatient or emergency room",85 years and over,44
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, dead on arrival",18-29 years,1
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, dead on arrival",30-39 years,1
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, dead on arrival",40-49 years,1
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, dead on arrival",50-64 years,1
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, dead on arrival",65-74 years,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, dead on arrival",75-84 years,1
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,"Healthcare setting, dead on arrival",85 years and over,1
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Decedent's home,0-17 years,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Decedent's home,18-29 years,2
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Decedent's home,30-39 years,8
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Decedent's home,40-49 years,20
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Decedent's home,50-64 years,65
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Decedent's home,65-74 years,54
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Decedent's home,75-84 years,58
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Decedent's home,85 years and over,75
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Hospice facility,0-17 years,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Hospice facility,18-29 years,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Hospice facility,30-39 years,1
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Hospice facility,40-49 years,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Hospice facility,50-64 years,17
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Hospice facility,65-74 years,57
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Hospice facility,75-84 years,84
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Hospice facility,85 years and over,113
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Nursing home/long term care facility,18-29 years,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Nursing home/long term care facility,30-39 years,2
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Nursing home/long term care facility,40-49 years,4
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Nursing home/long term care facility,50-64 years,78
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Nursing home/long term care facility,65-74 years,226
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Nursing home/long term care facility,75-84 years,566
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Nursing home/long term care facility,85 years and over,1300
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Other,0-17 years,0
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Other,18-29 years,2
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Other,30-39 years,2
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Other,40-49 years,4
06/08/2021,05/17/2020,05/23/2020,21,05/23/2020,United States,Other,50-64 years,14
