Data as of,Date Of Death Year,Date Of Death Month,Region,AgeGroup,RaceEthnicity,"COVID-19 (U071, Multiple Cause of Death)",Sex,Place Of Death,Note1,Note2
09/11/2020,2020,3,Midwest,Under 1 year,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Midwest,Under 1 year,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,Under 1 year,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,Unknown Age,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,Unknown Age,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,Unknown Age,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,Unknown Age,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,Unknown Age,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,Unknown Age,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,1-4 Years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,1-4 Years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,1-4 Years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,1-4 Years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,1-4 Years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Northeast,1-4 Years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,18-29 years,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Northeast,18-29 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,18-29 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Northeast,18-29 years,Non-Hispanic Black,11,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,18-29 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Northeast,18-29 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,30-39 years,Hispanic,41,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,30-39 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,30-39 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Northeast,30-39 years,Non-Hispanic Black,18,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,30-39 years,Non-Hispanic White,22,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,30-39 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Northeast,40-49 years,Hispanic,77,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,40-49 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,40-49 years,Non-Hispanic Asian,14,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,40-49 years,Non-Hispanic Black,52,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,40-49 years,Non-Hispanic White,32,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,40-49 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Northeast,5-17 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,5-17 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,5-17 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,5-17 years,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Northeast,5-17 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,5-17 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,50-64 years,Hispanic,223,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,50-64 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,50-64 years,Non-Hispanic Asian,60,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,50-64 years,Non-Hispanic Black,243,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,50-64 years,Non-Hispanic White,203,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,50-64 years,Other,21,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,65-74 years,Hispanic,177,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,65-74 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,65-74 years,Non-Hispanic Asian,74,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,65-74 years,Non-Hispanic Black,261,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,65-74 years,Non-Hispanic White,308,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,65-74 years,Other,28,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,75-84 years,Hispanic,179,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,75-84 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,75-84 years,Non-Hispanic Asian,69,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,75-84 years,Non-Hispanic Black,252,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,75-84 years,Non-Hispanic White,495,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,75-84 years,Other,17,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,85+ years,Hispanic,134,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,85+ years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,85+ years,Non-Hispanic Asian,65,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,85+ years,Non-Hispanic Black,167,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,85+ years,Non-Hispanic White,614,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,85+ years,Other,14,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Under 1 year,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Under 1 year,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Under 1 year,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Under 1 year,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Northeast,Under 1 year,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Under 1 year,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Unknown Age,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Unknown Age,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Unknown Age,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Unknown Age,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Unknown Age,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Unknown Age,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,1-4 Years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,1-4 Years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,1-4 Years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,1-4 Years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,1-4 Years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,1-4 Years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,18-29 years,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,18-29 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,18-29 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,18-29 years,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,18-29 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,18-29 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,30-39 years,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,30-39 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,30-39 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,30-39 years,Non-Hispanic Black,19,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,30-39 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,30-39 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,40-49 years,Hispanic,12,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,40-49 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,40-49 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,40-49 years,Non-Hispanic Black,49,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,40-49 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,40-49 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,5-17 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,5-17 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,5-17 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,5-17 years,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,5-17 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,5-17 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,50-64 years,Hispanic,15,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,50-64 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,50-64 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,50-64 years,Non-Hispanic Black,165,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,50-64 years,Non-Hispanic White,60,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,50-64 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,65-74 years,Hispanic,20,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,65-74 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,65-74 years,Non-Hispanic Asian,12,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,65-74 years,Non-Hispanic Black,156,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,65-74 years,Non-Hispanic White,127,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,65-74 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,75-84 years,Hispanic,18,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,75-84 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,75-84 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,75-84 years,Non-Hispanic Black,122,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,75-84 years,Non-Hispanic White,196,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,75-84 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,85+ years,Hispanic,14,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,85+ years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,85+ years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,85+ years,Non-Hispanic Black,72,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,85+ years,Non-Hispanic White,155,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,85+ years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Under 1 year,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,Under 1 year,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Under 1 year,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Under 1 year,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Under 1 year,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Under 1 year,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Unknown Age,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Unknown Age,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Unknown Age,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Unknown Age,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Unknown Age,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Unknown Age,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,1-4 Years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,1-4 Years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,1-4 Years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,1-4 Years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,1-4 Years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,1-4 Years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,18-29 years,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,18-29 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,18-29 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,18-29 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,18-29 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,18-29 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,30-39 years,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,30-39 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,30-39 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,30-39 years,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,30-39 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,30-39 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,40-49 years,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,40-49 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,40-49 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,40-49 years,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,40-49 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,40-49 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,5-17 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,5-17 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,5-17 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,5-17 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,5-17 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,5-17 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,50-64 years,Hispanic,31,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,50-64 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,50-64 years,Non-Hispanic Asian,16,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,50-64 years,Non-Hispanic Black,11,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,50-64 years,Non-Hispanic White,48,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,50-64 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,65-74 years,Hispanic,24,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,65-74 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,65-74 years,Non-Hispanic Asian,28,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,65-74 years,Non-Hispanic Black,16,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,65-74 years,Non-Hispanic White,100,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,65-74 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,75-84 years,Hispanic,28,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,75-84 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,75-84 years,Non-Hispanic Asian,23,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,75-84 years,Non-Hispanic Black,16,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,75-84 years,Non-Hispanic White,162,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
